35.05,17.61,2,E
39.8,23.19,2,E
39.94,18.1,2,E
29.8,18.09,2,E
38.33,25.04,2,E
38.05,19.42,2,E
36.48,18.61,2,E
35.63,18.26,2,E
35.41,15.08,2,E
32.31,18.42,2,E
37.28,17.08,2,E
39.88,22.54,3,E
29.52,16.67,3,E
32.05,16.06,3,E
34.77,17.75,3,E
30.01,13.24,3,E
28.08,17.39,3,E
28.29,15.75,3,E
30.47,17.56,3,E
35.32,16.58,3,E
30.3,16.92,3,E
34.43,20.08,3,E
32.07,17.47,3,E
35.34,17.35,3,E
26.84,13.33,3,E
29.05,14.77,3,E
36.99,21.51,3,E
30.61,16.06,3,E
27.48,13.55,3,E
33.41,16.28,3,E
29.98,17.06,3,E
35.68,18.66,3,E
30.5,18.08,3,E
30.96,13.52,3,E
34.76,17.12,3,E
26.79,11.9,3,E
35.12,19.1,3,E
33.57,25.38,3,E
36.35,22.08,3,E
38.82,20.33,3,E
39.3,20.87,3,E
26.7,13.48,3,E
32.55,19.77,3,E
26.5,11.27,3,E
28.63,13.29,3,E
35.33,17.27,3,E
33.09,18.31,3,E
27.3,13.46,3,E
36.89,17.03,3,E
32.05,16.81,3,E
32.49,18.39,3,E
27.55,14.66,3,E
29.82,13.24,3,E
28.73,13.2,3,E
29.23,14.13,3,E
36.99,17.95,3,E
36.21,18.92,4,E
28.09,16.3,4,E
34.9,21.33,4,E
34.8,17.03,4,E
43.87,21.25,4,E
37.61,16.08,4,E
43.33,21.89,4,E
36.55,19.97,4,E
33.67,20.66,4,E
28.22,16.95,4,E
29.81,14.93,4,E
31.87,14.24,4,E
35.07,20.03,4,E
32.7,20.27,4,E
30.97,16.27,4,E
33.74,17.73,4,E
31.55,14.95,4,E
32.25,17.95,4,E
40.44,21.78,4,E
33.46,17.32,4,E
33.86,18.06,4,E
33.16,19.22,4,E
31.25,17.61,4,E
34.4,18.8,4,E
34.76,17.34,4,E
37.98,18.31,4,E
36.53,18.81,4,E
37.82,22.22,4,E
31.79,18.39,4,E
38.47,21.92,4,E
31.91,16.67,4,E
31.16,16.65,4,E
34.55,16.06,4,E
37.23,20.62,4,E
32.64,18.76,4,E
37.24,19.16,4,E
36.03,14.07,4,E
30.93,15.26,4,E
33.69,16.92,4,E
33.88,16.27,4,E
39.06,20.66,4,E
32.85,15.9,4,E
42,20.94,4,E
36.87,19.72,4,E
32.2,17.78,4,E
36.91,16.61,1,F
43.15,20.94,1,F
36.56,17.73,1,F
34.25,14.68,1,F
41.06,23.25,1,F
