ko,gene
ko05010,evm.model.tig082700000071.488
ko04540,evm.model.tig082700000071.488
ko05020,evm.model.tig082700000071.488
ko05132,evm.model.tig082700000071.488
ko05130,evm.model.tig082700000071.488
ko04145,evm.model.tig082700000071.452
ko05014,evm.model.tig082700000071.452
ko05022,evm.model.tig082700000071.452
ko05012,evm.model.tig082700000071.452
ko04530,evm.model.tig082700000071.452
ko05016,evm.model.tig082700000071.452
ko04210,evm.model.tig082700000071.452
ko05010,evm.model.tig082700000071.452
ko04540,evm.model.tig082700000071.452
ko05020,evm.model.tig082700000071.452
ko05132,evm.model.tig082700000071.452
ko05130,evm.model.tig082700000071.452
ko05012,evm.model.tig082700000120.64
ko04540,evm.model.tig082700000120.64
ko05016,evm.model.tig082700000120.64
ko05010,evm.model.tig082700000120.64
ko05130,evm.model.tig082700000120.64
ko05020,evm.model.tig082700000120.64
ko05132,evm.model.tig082700000120.64
ko05022,evm.model.tig082700000120.64
ko05014,evm.model.tig082700000120.64
ko04145,evm.model.tig082700000120.64
ko05012,evm.model.tig082700000296.42
ko04540,evm.model.tig082700000296.42
ko05016,evm.model.tig082700000296.42
ko05010,evm.model.tig082700000296.42
ko05130,evm.model.tig082700000296.42
ko05020,evm.model.tig082700000296.42
ko05132,evm.model.tig082700000296.42
ko05022,evm.model.tig082700000296.42
ko05014,evm.model.tig082700000296.42
ko04145,evm.model.tig082700000296.42
ko05012,evm.model.tig082700000172.195
ko04540,evm.model.tig082700000172.195
ko05016,evm.model.tig082700000172.195
ko05010,evm.model.tig082700000172.195
ko05130,evm.model.tig082700000172.195
ko05020,evm.model.tig082700000172.195
ko05132,evm.model.tig082700000172.195
ko05022,evm.model.tig082700000172.195
ko05014,evm.model.tig082700000172.195
ko04145,evm.model.tig082700000172.195
ko05012,evm.model.tig082700031367.53
ko04540,evm.model.tig082700031367.53
ko05016,evm.model.tig082700031367.53
ko05010,evm.model.tig082700031367.53
ko05130,evm.model.tig082700031367.53
ko05020,evm.model.tig082700031367.53
ko05132,evm.model.tig082700031367.53
ko05022,evm.model.tig082700031367.53
ko05014,evm.model.tig082700031367.53
ko04145,evm.model.tig082700031367.53
ko04923,evm.model.tig082700000185.37
ko04970,evm.model.tig082700000185.37
ko04713,evm.model.tig082700000185.37
ko04270,evm.model.tig082700000185.37
ko04611,evm.model.tig082700000185.37
ko04730,evm.model.tig082700000185.37
ko04714,evm.model.tig082700000185.37
ko04540,evm.model.tig082700000185.37
ko04022,evm.model.tig082700000185.37
ko04740,evm.model.tig082700000185.37
ko04923,evm.model.tig082700000195.77
ko04970,evm.model.tig082700000195.77
ko04713,evm.model.tig082700000195.77
ko04270,evm.model.tig082700000195.77
ko04611,evm.model.tig082700000195.77
ko04730,evm.model.tig082700000195.77
ko04714,evm.model.tig082700000195.77
ko04540,evm.model.tig082700000195.77
ko04022,evm.model.tig082700000195.77
ko04740,evm.model.tig082700000195.77
ko04923,evm.model.tig082700000113.35
ko04970,evm.model.tig082700000113.35
ko04713,evm.model.tig082700000113.35
ko04270,evm.model.tig082700000113.35
ko04611,evm.model.tig082700000113.35
ko04730,evm.model.tig082700000113.35
ko04714,evm.model.tig082700000113.35
ko04540,evm.model.tig082700000113.35
ko04022,evm.model.tig082700000113.35
ko04740,evm.model.tig082700000113.35
ko04923,evm.model.tig082700000185.69
ko04970,evm.model.tig082700000185.69
ko04713,evm.model.tig082700000185.69
ko04270,evm.model.tig082700000185.69
ko04611,evm.model.tig082700000185.69
ko04730,evm.model.tig082700000185.69
ko04714,evm.model.tig082700000185.69
ko04540,evm.model.tig082700000185.69
ko04022,evm.model.tig082700000185.69
ko04740,evm.model.tig082700000185.69
ko04923,evm.model.tig082700000301.45
ko04970,evm.model.tig082700000301.45
ko04713,evm.model.tig082700000301.45
ko04270,evm.model.tig082700000301.45
ko04611,evm.model.tig082700000301.45
ko04730,evm.model.tig082700000301.45
ko04714,evm.model.tig082700000301.45
ko04540,evm.model.tig082700000301.45
ko04022,evm.model.tig082700000301.45
ko04740,evm.model.tig082700000301.45
ko04923,evm.model.tig082700031367.25
ko04970,evm.model.tig082700031367.25
ko04713,evm.model.tig082700031367.25
ko04270,evm.model.tig082700031367.25
ko04611,evm.model.tig082700031367.25
ko04730,evm.model.tig082700031367.25
ko04714,evm.model.tig082700031367.25
ko04540,evm.model.tig082700031367.25
ko04022,evm.model.tig082700031367.25
ko04740,evm.model.tig082700031367.25
ko04923,evm.model.tig082700000111.211
ko04970,evm.model.tig082700000111.211
ko04713,evm.model.tig082700000111.211
ko04270,evm.model.tig082700000111.211
ko04611,evm.model.tig082700000111.211
ko04730,evm.model.tig082700000111.211
ko04714,evm.model.tig082700000111.211
ko04540,evm.model.tig082700000111.211
ko04022,evm.model.tig082700000111.211
ko04740,evm.model.tig082700000111.211
ko00603,evm.model.tig082700000322.4
ko00600,evm.model.tig082700000322.4
ko00561,evm.model.tig082700000322.4
ko00052,evm.model.tig082700000322.4
ko01100,evm.model.tig082700000322.4
ko01100,evm.model.tig082700000020.210
ko00513,evm.model.tig082700000020.210
ko00510,evm.model.tig082700000020.210
ko01100,evm.model.tig082700002120.138
ko00513,evm.model.tig082700002120.138
ko00510,evm.model.tig082700002120.138
ko03460,evm.model.tig082700000132.157
ko03440,evm.model.tig082700000132.157
ko03420,evm.model.tig082700000132.157
ko03030,evm.model.tig082700000132.157
ko03430,evm.model.tig082700000132.157
ko03460,evm.model.tig082700000279.60
ko03440,evm.model.tig082700000279.60
ko03420,evm.model.tig082700000279.60
ko03030,evm.model.tig082700000279.60
ko03430,evm.model.tig082700000279.60
ko03460,evm.model.tig082700000122.213
ko03440,evm.model.tig082700000122.213
ko03420,evm.model.tig082700000122.213
ko03030,evm.model.tig082700000122.213
ko03430,evm.model.tig082700000122.213
ko03460,evm.model.tig082700000195.98
ko03440,evm.model.tig082700000195.98
ko03420,evm.model.tig082700000195.98
ko03030,evm.model.tig082700000195.98
ko03430,evm.model.tig082700000195.98
ko03460,evm.model.tig082700000016.603
ko03440,evm.model.tig082700000016.603
ko03420,evm.model.tig082700000016.603
ko03030,evm.model.tig082700000016.603
ko03430,evm.model.tig082700000016.603
ko01200,evm.model.tig082700000246.27
ko00380,evm.model.tig082700000246.27
ko00640,evm.model.tig082700000246.27
ko01100,evm.model.tig082700000246.27
ko01212,evm.model.tig082700000246.27
ko00410,evm.model.tig082700000246.27
ko00071,evm.model.tig082700000246.27
ko00930,evm.model.tig082700000246.27
ko00310,evm.model.tig082700000246.27
ko01110,evm.model.tig082700000246.27
ko00062,evm.model.tig082700000246.27
ko01120,evm.model.tig082700000246.27
ko00280,evm.model.tig082700000246.27
ko00627,evm.model.tig082700000246.27
ko00650,evm.model.tig082700000246.27
ko01200,evm.model.tig082700031369.42
ko00380,evm.model.tig082700031369.42
ko00640,evm.model.tig082700031369.42
ko01100,evm.model.tig082700031369.42
ko01212,evm.model.tig082700031369.42
ko00410,evm.model.tig082700031369.42
ko00071,evm.model.tig082700031369.42
ko00930,evm.model.tig082700031369.42
ko00310,evm.model.tig082700031369.42
ko01110,evm.model.tig082700031369.42
ko00062,evm.model.tig082700031369.42
ko01120,evm.model.tig082700031369.42
ko00280,evm.model.tig082700031369.42
ko00627,evm.model.tig082700031369.42
ko00650,evm.model.tig082700031369.42
ko00062,evm.model.tig082700000151.136
ko00061,evm.model.tig082700000151.136
ko01212,evm.model.tig082700000151.136
ko01100,evm.model.tig082700000151.136
ko00062,evm.model.tig082700000127.106
ko00061,evm.model.tig082700000127.106
ko01212,evm.model.tig082700000127.106
ko01100,evm.model.tig082700000127.106
ko00062,evm.model.tig082700000020.236
ko00061,evm.model.tig082700000020.236
ko01212,evm.model.tig082700000020.236
ko01100,evm.model.tig082700000020.236
ko01110,evm.model.tig082700000134.10
ko01212,evm.model.tig082700000134.10
ko01040,evm.model.tig082700000134.10
ko00592,evm.model.tig082700000134.10
ko03320,evm.model.tig082700000134.10
ko00280,evm.model.tig082700000134.10
ko04146,evm.model.tig082700000134.10
ko01100,evm.model.tig082700000134.10
ko00071,evm.model.tig082700000134.10
ko01100,evm.model.tig082700000497.3
ko00563,evm.model.tig082700000497.3
ko03008,evm.model.tig082700000016.366
ko03013,evm.model.tig082700000016.366
ko03018,evm.model.tig082700000075.386
ko02020,evm.model.tig082700002117.216
ko02020,evm.model.tig082700000071.50
ko02020,evm.model.tig082700000163.214
ko02026,evm.model.tig082700000163.214
ko02020,evm.model.tig082700000377.7
ko02026,evm.model.tig082700000377.7
ko02020,evm.model.tig082700002117.185
ko02020,evm.model.tig082700000163.217
ko02020,evm.model.tig082700000192.92
ko02025,evm.model.tig082700000174.47
ko05111,evm.model.tig082700000174.47
ko02020,evm.model.tig082700000174.47
ko02026,evm.model.tig082700000174.47
ko02025,evm.model.tig082700000196.133
ko05111,evm.model.tig082700000196.133
ko02020,evm.model.tig082700000196.133
ko02026,evm.model.tig082700000196.133
ko02025,evm.model.tig082700000163.215
ko05111,evm.model.tig082700000163.215
ko02020,evm.model.tig082700000163.215
ko02026,evm.model.tig082700000163.215
ko02025,evm.model.tig082700000106.138
ko05111,evm.model.tig082700000106.138
ko02020,evm.model.tig082700000106.138
ko02026,evm.model.tig082700000106.138
ko05133,evm.model.tig082700002120.260
ko02020,evm.model.tig082700002120.260
ko02026,evm.model.tig082700000369.28
ko05111,evm.model.tig082700000369.28
ko02020,evm.model.tig082700000369.28
ko02025,evm.model.tig082700000369.28
ko02020,evm.model.tig082700000127.118
ko01110,evm.model.tig082700031367.264
ko01100,evm.model.tig082700031367.264
ko00100,evm.model.tig082700031367.264
ko05208,evm.model.tig082700031372.91
ko04138,evm.model.tig082700000258.96
ko04070,evm.model.tig082700000258.96
ko05416,evm.model.tig082700000149.126
ko05330,evm.model.tig082700000149.126
ko04940,evm.model.tig082700000149.126
ko05320,evm.model.tig082700000149.126
ko04650,evm.model.tig082700000149.126
ko05332,evm.model.tig082700000149.126
ko04210,evm.model.tig082700000149.126
ko04137,evm.model.tig082700000210.5
ko04214,evm.model.tig082700000210.5
ko05022,evm.model.tig082700000180.134
ko05130,evm.model.tig082700000180.134
ko05014,evm.model.tig082700000180.134
ko04140,evm.model.tig082700000180.134
ko05134,evm.model.tig082700000180.134
ko05022,evm.model.tig082700000167.124
ko05130,evm.model.tig082700000167.124
ko05014,evm.model.tig082700000167.124
ko04140,evm.model.tig082700000167.124
ko05134,evm.model.tig082700000167.124
ko05022,evm.model.tig082700000153.6
ko05130,evm.model.tig082700000153.6
ko05014,evm.model.tig082700000153.6
ko04140,evm.model.tig082700000153.6
ko05134,evm.model.tig082700000153.6
ko05022,evm.model.tig082700000167.119
ko05130,evm.model.tig082700000167.119
ko05014,evm.model.tig082700000167.119
ko04140,evm.model.tig082700000167.119
ko05134,evm.model.tig082700000167.119
ko05022,evm.model.tig082700000113.296
ko05130,evm.model.tig082700000113.296
ko05014,evm.model.tig082700000113.296
ko04140,evm.model.tig082700000113.296
ko05134,evm.model.tig082700000113.296
ko05022,evm.model.tig082700000067.467
ko05130,evm.model.tig082700000067.467
ko05014,evm.model.tig082700000067.467
ko04140,evm.model.tig082700000067.467
ko05134,evm.model.tig082700000067.467
ko05022,evm.model.tig082700000113.303
ko05130,evm.model.tig082700000113.303
ko05014,evm.model.tig082700000113.303
ko04140,evm.model.tig082700000113.303
ko05134,evm.model.tig082700000113.303
ko05022,evm.model.tig082700000016.371
ko05130,evm.model.tig082700000016.371
ko05014,evm.model.tig082700000016.371
ko04140,evm.model.tig082700000016.371
ko05134,evm.model.tig082700000016.371
ko05022,evm.model.tig082700000156.100
ko05130,evm.model.tig082700000156.100
ko05014,evm.model.tig082700000156.100
ko04140,evm.model.tig082700000156.100
ko05134,evm.model.tig082700000156.100
ko05022,evm.model.tig082700000421.18
ko05130,evm.model.tig082700000421.18
ko05014,evm.model.tig082700000421.18
ko04140,evm.model.tig082700000421.18
ko05134,evm.model.tig082700000421.18
ko05022,evm.model.tig082700000167.116
ko05130,evm.model.tig082700000167.116
ko05014,evm.model.tig082700000167.116
ko04140,evm.model.tig082700000167.116
ko05134,evm.model.tig082700000167.116
ko05022,evm.model.tig082700002120.120
ko05130,evm.model.tig082700002120.120
ko05014,evm.model.tig082700002120.120
ko04140,evm.model.tig082700002120.120
ko05134,evm.model.tig082700002120.120
ko05022,evm.model.tig082700000167.118
ko05130,evm.model.tig082700000167.118
ko05014,evm.model.tig082700000167.118
ko04140,evm.model.tig082700000167.118
ko05134,evm.model.tig082700000167.118
ko05022,evm.model.tig082700000167.114
ko05130,evm.model.tig082700000167.114
ko05014,evm.model.tig082700000167.114
ko04140,evm.model.tig082700000167.114
ko05134,evm.model.tig082700000167.114
ko05022,evm.model.tig082700000167.126
ko05130,evm.model.tig082700000167.126
ko05014,evm.model.tig082700000167.126
ko04140,evm.model.tig082700000167.126
ko05134,evm.model.tig082700000167.126
ko05022,evm.model.tig082700000360.41
ko05130,evm.model.tig082700000360.41
ko05014,evm.model.tig082700000360.41
ko04140,evm.model.tig082700000360.41
ko05134,evm.model.tig082700000360.41
ko05022,evm.model.tig082700000096.2
ko05130,evm.model.tig082700000096.2
ko05014,evm.model.tig082700000096.2
ko04140,evm.model.tig082700000096.2
ko05134,evm.model.tig082700000096.2
ko05022,evm.model.tig082700000113.299
ko05130,evm.model.tig082700000113.299
ko05014,evm.model.tig082700000113.299
ko04140,evm.model.tig082700000113.299
ko05134,evm.model.tig082700000113.299
ko05022,evm.model.tig082700000184.93
ko05130,evm.model.tig082700000184.93
ko05014,evm.model.tig082700000184.93
ko04140,evm.model.tig082700000184.93
ko05134,evm.model.tig082700000184.93
ko05022,evm.model.tig082700000167.122
ko05130,evm.model.tig082700000167.122
ko05014,evm.model.tig082700000167.122
ko04140,evm.model.tig082700000167.122
ko05134,evm.model.tig082700000167.122
ko05022,evm.model.tig082700000167.123
ko05130,evm.model.tig082700000167.123
ko05014,evm.model.tig082700000167.123
ko04140,evm.model.tig082700000167.123
ko05134,evm.model.tig082700000167.123
ko05022,evm.model.tig082700000071.496
ko05130,evm.model.tig082700000071.496
ko05014,evm.model.tig082700000071.496
ko04140,evm.model.tig082700000071.496
ko05134,evm.model.tig082700000071.496
ko05022,evm.model.tig082700000167.117
ko05130,evm.model.tig082700000167.117
ko05014,evm.model.tig082700000167.117
ko04140,evm.model.tig082700000167.117
ko05134,evm.model.tig082700000167.117
ko05022,evm.model.tig082700000132.203
ko05130,evm.model.tig082700000132.203
ko05014,evm.model.tig082700000132.203
ko04140,evm.model.tig082700000132.203
ko05134,evm.model.tig082700000132.203
ko05022,evm.model.tig082700031372.128
ko05130,evm.model.tig082700031372.128
ko05014,evm.model.tig082700031372.128
ko04140,evm.model.tig082700031372.128
ko05134,evm.model.tig082700031372.128
ko05022,evm.model.tig082700000106.348
ko05130,evm.model.tig082700000106.348
ko05014,evm.model.tig082700000106.348
ko04140,evm.model.tig082700000106.348
ko05134,evm.model.tig082700000106.348
ko05022,evm.model.tig082700000175.84
ko05130,evm.model.tig082700000175.84
ko05014,evm.model.tig082700000175.84
ko04140,evm.model.tig082700000175.84
ko05134,evm.model.tig082700000175.84
ko05022,evm.model.tig082700000421.17
ko05130,evm.model.tig082700000421.17
ko05014,evm.model.tig082700000421.17
ko04140,evm.model.tig082700000421.17
ko05134,evm.model.tig082700000421.17
ko04144,evm.model.tig082700000111.63
ko04152,evm.model.tig082700000241.112
ko04152,evm.model.tig082700000106.75
ko04152,evm.model.tig082700000067.59
ko04152,evm.model.tig082700000228.40
ko04152,evm.model.tig082700000020.96
ko04152,evm.model.tig082700031375.4
ko04152,evm.model.tig082700000067.404
ko04152,evm.model.tig082700000020.652
ko04152,evm.model.tig082700000020.235
ko04152,evm.model.tig082700000128.162
ko04152,evm.model.tig082700000206.117
ko04152,evm.model.tig082700000338.4
ko04144,evm.model.tig082700000406.4
ko04962,evm.model.tig082700000406.4
ko05132,evm.model.tig082700000406.4
ko05146,evm.model.tig082700000406.4
ko05152,evm.model.tig082700000406.4
ko04014,evm.model.tig082700000406.4
ko04145,evm.model.tig082700000406.4
ko04144,evm.model.tig082700000096.41
ko05146,evm.model.tig082700000096.41
ko04014,evm.model.tig082700000096.41
ko05132,evm.model.tig082700000096.41
ko05152,evm.model.tig082700000096.41
ko04962,evm.model.tig082700000096.41
ko04145,evm.model.tig082700000096.41
ko04144,evm.model.tig082700000020.233
ko05146,evm.model.tig082700000020.233
ko04014,evm.model.tig082700000020.233
ko05132,evm.model.tig082700000020.233
ko05152,evm.model.tig082700000020.233
ko04962,evm.model.tig082700000020.233
ko04145,evm.model.tig082700000020.233
ko04144,evm.model.tig082700000020.234
ko05146,evm.model.tig082700000020.234
ko04014,evm.model.tig082700000020.234
ko05132,evm.model.tig082700000020.234
ko05152,evm.model.tig082700000020.234
ko04962,evm.model.tig082700000020.234
ko04145,evm.model.tig082700000020.234
ko04144,evm.model.tig082700000111.138
ko05146,evm.model.tig082700000111.138
ko04014,evm.model.tig082700000111.138
ko05132,evm.model.tig082700000111.138
ko05152,evm.model.tig082700000111.138
ko04962,evm.model.tig082700000111.138
ko04145,evm.model.tig082700000111.138
ko04144,evm.model.tig082700000369.24
ko04144,evm.model.tig082700000342.3
ko04137,evm.model.tig082700000122.87
ko04145,evm.model.tig082700000122.87
ko05132,evm.model.tig082700000122.87
ko05152,evm.model.tig082700000122.87
ko04144,evm.model.tig082700000122.87
ko05146,evm.model.tig082700000122.87
ko04140,evm.model.tig082700000122.87
ko04138,evm.model.tig082700000122.87
ko04137,evm.model.tig082700000259.112
ko04145,evm.model.tig082700000259.112
ko05132,evm.model.tig082700000259.112
ko05152,evm.model.tig082700000259.112
ko04144,evm.model.tig082700000259.112
ko05146,evm.model.tig082700000259.112
ko04140,evm.model.tig082700000259.112
ko04138,evm.model.tig082700000259.112
ko05014,evm.model.tig082700000113.301
ko04972,evm.model.tig082700000113.301
ko05022,evm.model.tig082700000113.301
ko04140,evm.model.tig082700000113.301
ko04144,evm.model.tig082700000113.301
ko04152,evm.model.tig082700000113.301
ko04530,evm.model.tig082700000113.301
ko05014,evm.model.tig082700000328.14
ko04972,evm.model.tig082700000328.14
ko05022,evm.model.tig082700000328.14
ko04140,evm.model.tig082700000328.14
ko04144,evm.model.tig082700000328.14
ko04152,evm.model.tig082700000328.14
ko04530,evm.model.tig082700000328.14
ko05014,evm.model.tig082700000497.5
ko04972,evm.model.tig082700000497.5
ko05022,evm.model.tig082700000497.5
ko04140,evm.model.tig082700000497.5
ko04144,evm.model.tig082700000497.5
ko04152,evm.model.tig082700000497.5
ko04530,evm.model.tig082700000497.5
ko05014,evm.model.tig082700000113.302
ko04972,evm.model.tig082700000113.302
ko05022,evm.model.tig082700000113.302
ko04140,evm.model.tig082700000113.302
ko04144,evm.model.tig082700000113.302
ko04152,evm.model.tig082700000113.302
ko04530,evm.model.tig082700000113.302
ko05014,evm.model.tig082700000113.300
ko04972,evm.model.tig082700000113.300
ko05022,evm.model.tig082700000113.300
ko04140,evm.model.tig082700000113.300
ko04144,evm.model.tig082700000113.300
ko04152,evm.model.tig082700000113.300
ko04530,evm.model.tig082700000113.300
ko05014,evm.model.tig082700000180.135
ko04972,evm.model.tig082700000180.135
ko05022,evm.model.tig082700000180.135
ko04140,evm.model.tig082700000180.135
ko04144,evm.model.tig082700000180.135
ko04152,evm.model.tig082700000180.135
ko04530,evm.model.tig082700000180.135
ko05014,evm.model.tig082700000289.1
ko04972,evm.model.tig082700000289.1
ko05022,evm.model.tig082700000289.1
ko04140,evm.model.tig082700000289.1
ko04144,evm.model.tig082700000289.1
ko04152,evm.model.tig082700000289.1
ko04530,evm.model.tig082700000289.1
ko05014,evm.model.tig082700000020.64
ko04972,evm.model.tig082700000020.64
ko05022,evm.model.tig082700000020.64
ko04140,evm.model.tig082700000020.64
ko04144,evm.model.tig082700000020.64
ko04152,evm.model.tig082700000020.64
ko04530,evm.model.tig082700000020.64
ko04972,evm.model.tig082700000134.168
ko05164,evm.model.tig082700000134.168
ko04962,evm.model.tig082700000134.168
ko04144,evm.model.tig082700000134.168
ko04961,evm.model.tig082700000134.168
ko04972,evm.model.tig082700000071.501
ko05164,evm.model.tig082700000071.501
ko04962,evm.model.tig082700000071.501
ko04144,evm.model.tig082700000071.501
ko04961,evm.model.tig082700000071.501
ko04972,evm.model.tig082700000116.301
ko05164,evm.model.tig082700000116.301
ko04962,evm.model.tig082700000116.301
ko04144,evm.model.tig082700000116.301
ko04961,evm.model.tig082700000116.301
ko04972,evm.model.tig082700000153.121
ko05164,evm.model.tig082700000153.121
ko04962,evm.model.tig082700000153.121
ko04144,evm.model.tig082700000153.121
ko04961,evm.model.tig082700000153.121
ko04972,evm.model.tig082700000075.359
ko05164,evm.model.tig082700000075.359
ko04962,evm.model.tig082700000075.359
ko04144,evm.model.tig082700000075.359
ko04961,evm.model.tig082700000075.359
ko04972,evm.model.tig082700000132.63
ko05164,evm.model.tig082700000132.63
ko04962,evm.model.tig082700000132.63
ko04144,evm.model.tig082700000132.63
ko04961,evm.model.tig082700000132.63
ko04972,evm.model.tig082700002118.67
ko05164,evm.model.tig082700002118.67
ko04962,evm.model.tig082700002118.67
ko04144,evm.model.tig082700002118.67
ko04961,evm.model.tig082700002118.67
ko03013,evm.model.tig082700000016.815
ko03008,evm.model.tig082700000016.815
ko03250,evm.model.tig082700000016.815
ko05166,evm.model.tig082700000016.815
ko05130,evm.model.tig082700000175.86
ko05132,evm.model.tig082700000175.86
ko05131,evm.model.tig082700000175.86
ko04072,evm.model.tig082700000175.86
ko04144,evm.model.tig082700000175.86
ko05134,evm.model.tig082700000175.86
ko05110,evm.model.tig082700000175.86
ko05130,evm.model.tig082700000149.270
ko05132,evm.model.tig082700000149.270
ko05131,evm.model.tig082700000149.270
ko04072,evm.model.tig082700000149.270
ko04144,evm.model.tig082700000149.270
ko05134,evm.model.tig082700000149.270
ko05110,evm.model.tig082700000149.270
ko05130,evm.model.tig082700000175.90
ko05132,evm.model.tig082700000175.90
ko05131,evm.model.tig082700000175.90
ko04072,evm.model.tig082700000175.90
ko04144,evm.model.tig082700000175.90
ko05134,evm.model.tig082700000175.90
ko05110,evm.model.tig082700000175.90
ko05130,evm.model.tig082700000075.387
ko05132,evm.model.tig082700000075.387
ko05131,evm.model.tig082700000075.387
ko04072,evm.model.tig082700000075.387
ko04144,evm.model.tig082700000075.387
ko05134,evm.model.tig082700000075.387
ko05110,evm.model.tig082700000075.387
ko05130,evm.model.tig082700000223.28
ko05132,evm.model.tig082700000223.28
ko05131,evm.model.tig082700000223.28
ko04072,evm.model.tig082700000223.28
ko04144,evm.model.tig082700000223.28
ko05134,evm.model.tig082700000223.28
ko05110,evm.model.tig082700000223.28
ko05130,evm.model.tig082700000111.267
ko05132,evm.model.tig082700000111.267
ko05131,evm.model.tig082700000111.267
ko04072,evm.model.tig082700000111.267
ko04144,evm.model.tig082700000111.267
ko05134,evm.model.tig082700000111.267
ko05110,evm.model.tig082700000111.267
ko05130,evm.model.tig082700000149.271
ko05132,evm.model.tig082700000149.271
ko05131,evm.model.tig082700000149.271
ko04072,evm.model.tig082700000149.271
ko04144,evm.model.tig082700000149.271
ko05134,evm.model.tig082700000149.271
ko05110,evm.model.tig082700000149.271
ko05130,evm.model.tig082700000071.489
ko05132,evm.model.tig082700000071.489
ko05131,evm.model.tig082700000071.489
ko04072,evm.model.tig082700000071.489
ko04144,evm.model.tig082700000071.489
ko05134,evm.model.tig082700000071.489
ko05110,evm.model.tig082700000071.489
ko05130,evm.model.tig082700000149.273
ko05132,evm.model.tig082700000149.273
ko05131,evm.model.tig082700000149.273
ko04072,evm.model.tig082700000149.273
ko04144,evm.model.tig082700000149.273
ko05134,evm.model.tig082700000149.273
ko05110,evm.model.tig082700000149.273
ko05130,evm.model.tig082700000149.269
ko05132,evm.model.tig082700000149.269
ko05131,evm.model.tig082700000149.269
ko04072,evm.model.tig082700000149.269
ko04144,evm.model.tig082700000149.269
ko05134,evm.model.tig082700000149.269
ko05110,evm.model.tig082700000149.269
ko05130,evm.model.tig082700000175.85
ko05132,evm.model.tig082700000175.85
ko05131,evm.model.tig082700000175.85
ko04072,evm.model.tig082700000175.85
ko04144,evm.model.tig082700000175.85
ko05134,evm.model.tig082700000175.85
ko05110,evm.model.tig082700000175.85
ko04144,evm.model.tig082700000223.62
ko04144,evm.model.tig082700000223.61
ko04014,evm.model.tig082700000223.63
ko05132,evm.model.tig082700000223.63
ko05139,evm.model.tig082700000223.63
ko04666,evm.model.tig082700000223.63
ko04072,evm.model.tig082700000223.63
ko05131,evm.model.tig082700000223.63
ko04144,evm.model.tig082700000223.63
ko05130,evm.model.tig082700000223.63
ko05132,evm.model.tig082700000120.284
ko05132,evm.model.tig082700002120.81
ko00230,evm.model.tig082700000174.170
ko04261,evm.model.tig082700000174.170
ko04713,evm.model.tig082700000174.170
ko04916,evm.model.tig082700000174.170
ko04928,evm.model.tig082700000174.170
ko04724,evm.model.tig082700000174.170
ko05163,evm.model.tig082700000174.170
ko05166,evm.model.tig082700000174.170
ko04934,evm.model.tig082700000174.170
ko04923,evm.model.tig082700000174.170
ko04935,evm.model.tig082700000174.170
ko01100,evm.model.tig082700000174.170
ko05200,evm.model.tig082700000174.170
ko05110,evm.model.tig082700000174.170
ko05414,evm.model.tig082700000174.170
ko04072,evm.model.tig082700000174.170
ko04915,evm.model.tig082700000174.170
ko04913,evm.model.tig082700000174.170
ko04925,evm.model.tig082700000174.170
ko04727,evm.model.tig082700000174.170
ko04926,evm.model.tig082700000174.170
ko04927,evm.model.tig082700000174.170
ko04714,evm.model.tig082700000174.170
ko04961,evm.model.tig082700000174.170
ko04976,evm.model.tig082700000174.170
ko04062,evm.model.tig082700000174.170
ko04750,evm.model.tig082700000174.170
ko04611,evm.model.tig082700000174.170
ko04015,evm.model.tig082700000174.170
ko01522,evm.model.tig082700000174.170
ko04270,evm.model.tig082700000174.170
ko04114,evm.model.tig082700000174.170
ko04962,evm.model.tig082700000174.170
ko04970,evm.model.tig082700000174.170
ko04918,evm.model.tig082700000174.170
ko04211,evm.model.tig082700000174.170
ko04921,evm.model.tig082700000174.170
ko04020,evm.model.tig082700000174.170
ko04374,evm.model.tig082700000174.170
ko04912,evm.model.tig082700000174.170
ko05032,evm.model.tig082700000174.170
ko04725,evm.model.tig082700000174.170
ko04972,evm.model.tig082700000174.170
ko04971,evm.model.tig082700000174.170
ko04361,evm.model.tig082700000174.170
ko05207,evm.model.tig082700000174.170
ko04024,evm.model.tig082700000174.170
ko04022,evm.model.tig082700000174.170
ko04911,evm.model.tig082700000174.170
ko04540,evm.model.tig082700000174.170
ko04914,evm.model.tig082700000174.170
ko04723,evm.model.tig082700000174.170
ko04213,evm.model.tig082700000174.170
ko00230,evm.model.tig082700000172.129
ko04261,evm.model.tig082700000172.129
ko04713,evm.model.tig082700000172.129
ko04916,evm.model.tig082700000172.129
ko04928,evm.model.tig082700000172.129
ko04724,evm.model.tig082700000172.129
ko05163,evm.model.tig082700000172.129
ko05166,evm.model.tig082700000172.129
ko04934,evm.model.tig082700000172.129
ko04923,evm.model.tig082700000172.129
ko04935,evm.model.tig082700000172.129
ko01100,evm.model.tig082700000172.129
ko05200,evm.model.tig082700000172.129
ko05110,evm.model.tig082700000172.129
ko05414,evm.model.tig082700000172.129
ko04072,evm.model.tig082700000172.129
ko04915,evm.model.tig082700000172.129
ko04913,evm.model.tig082700000172.129
ko04925,evm.model.tig082700000172.129
ko04727,evm.model.tig082700000172.129
ko04926,evm.model.tig082700000172.129
ko04927,evm.model.tig082700000172.129
ko04714,evm.model.tig082700000172.129
ko04961,evm.model.tig082700000172.129
ko04976,evm.model.tig082700000172.129
ko04062,evm.model.tig082700000172.129
ko04750,evm.model.tig082700000172.129
