ko,gene
ko04914,evm.model.tig082700000387.7
ko04911,evm.model.tig082700000387.7
ko04375,evm.model.tig082700000387.7
ko05110,evm.model.tig082700000387.7
ko04270,evm.model.tig082700000387.7
ko05031,evm.model.tig082700000387.7
ko04970,evm.model.tig082700000387.7
ko04720,evm.model.tig082700000387.7
ko05205,evm.model.tig082700000387.7
ko04211,evm.model.tig082700000387.7
ko04924,evm.model.tig082700000387.7
ko04140,evm.model.tig082700000387.7
ko04114,evm.model.tig082700000387.7
ko04918,evm.model.tig082700000387.7
ko05200,evm.model.tig082700000387.7
ko04726,evm.model.tig082700000387.7
ko04912,evm.model.tig082700000387.7
ko04727,evm.model.tig082700000387.7
ko04361,evm.model.tig082700000387.7
ko04611,evm.model.tig082700000387.7
ko05146,evm.model.tig082700000387.7
ko04261,evm.model.tig082700000387.7
ko04138,evm.model.tig082700000147.13
ko05012,evm.model.tig082700000147.13
ko05207,evm.model.tig082700000147.13
ko01522,evm.model.tig082700000147.13
ko04935,evm.model.tig082700000147.13
ko04724,evm.model.tig082700000147.13
ko04310,evm.model.tig082700000147.13
ko04341,evm.model.tig082700000147.13
ko05203,evm.model.tig082700000147.13
ko04010,evm.model.tig082700000147.13
ko04742,evm.model.tig082700000147.13
ko04976,evm.model.tig082700000147.13
ko04540,evm.model.tig082700000147.13
ko05034,evm.model.tig082700000147.13
ko04723,evm.model.tig082700000147.13
ko04926,evm.model.tig082700000147.13
ko04922,evm.model.tig082700000147.13
ko04927,evm.model.tig082700000147.13
ko04923,evm.model.tig082700000147.13
ko04962,evm.model.tig082700000147.13
ko04062,evm.model.tig082700000147.13
ko04916,evm.model.tig082700000147.13
ko04934,evm.model.tig082700000147.13
ko04910,evm.model.tig082700000147.13
ko05414,evm.model.tig082700000147.13
ko05163,evm.model.tig082700000147.13
ko04340,evm.model.tig082700000147.13
ko04530,evm.model.tig082700000147.13
ko05165,evm.model.tig082700000147.13
ko05166,evm.model.tig082700000147.13
ko05030,evm.model.tig082700000147.13
ko04919,evm.model.tig082700000147.13
ko04925,evm.model.tig082700000147.13
ko04921,evm.model.tig082700000147.13
ko04014,evm.model.tig082700000147.13
ko04750,evm.model.tig082700000147.13
ko04913,evm.model.tig082700000147.13
ko04961,evm.model.tig082700000147.13
ko04714,evm.model.tig082700000147.13
ko04971,evm.model.tig082700000147.13
ko04213,evm.model.tig082700000147.13
ko04915,evm.model.tig082700000147.13
ko04725,evm.model.tig082700000147.13
ko04713,evm.model.tig082700000147.13
ko04024,evm.model.tig082700000147.13
ko04020,evm.model.tig082700000147.13
ko05032,evm.model.tig082700000147.13
ko04740,evm.model.tig082700000147.13
ko04728,evm.model.tig082700000147.13
ko05020,evm.model.tig082700000147.13
ko04928,evm.model.tig082700000147.13
ko04113,evm.model.tig082700000147.13
ko04914,evm.model.tig082700000147.13
ko04911,evm.model.tig082700000147.13
ko04375,evm.model.tig082700000147.13
ko05110,evm.model.tig082700000147.13
ko04270,evm.model.tig082700000147.13
ko05031,evm.model.tig082700000147.13
ko04970,evm.model.tig082700000147.13
ko04720,evm.model.tig082700000147.13
ko05205,evm.model.tig082700000147.13
ko04211,evm.model.tig082700000147.13
ko04924,evm.model.tig082700000147.13
ko04140,evm.model.tig082700000147.13
ko04114,evm.model.tig082700000147.13
ko04918,evm.model.tig082700000147.13
ko05200,evm.model.tig082700000147.13
ko04726,evm.model.tig082700000147.13
ko04912,evm.model.tig082700000147.13
ko04727,evm.model.tig082700000147.13
ko04361,evm.model.tig082700000147.13
ko04611,evm.model.tig082700000147.13
ko05146,evm.model.tig082700000147.13
ko04261,evm.model.tig082700000147.13
ko04138,evm.model.tig082700000349.4
ko05012,evm.model.tig082700000349.4
ko05207,evm.model.tig082700000349.4
ko01522,evm.model.tig082700000349.4
ko04935,evm.model.tig082700000349.4
ko04724,evm.model.tig082700000349.4
ko04310,evm.model.tig082700000349.4
ko04341,evm.model.tig082700000349.4
ko05203,evm.model.tig082700000349.4
ko04010,evm.model.tig082700000349.4
ko04742,evm.model.tig082700000349.4
ko04976,evm.model.tig082700000349.4
ko04540,evm.model.tig082700000349.4
ko05034,evm.model.tig082700000349.4
ko04723,evm.model.tig082700000349.4
ko04926,evm.model.tig082700000349.4
ko04922,evm.model.tig082700000349.4
ko04927,evm.model.tig082700000349.4
ko04923,evm.model.tig082700000349.4
ko04962,evm.model.tig082700000349.4
ko04062,evm.model.tig082700000349.4
ko04916,evm.model.tig082700000349.4
ko04934,evm.model.tig082700000349.4
ko04910,evm.model.tig082700000349.4
ko05414,evm.model.tig082700000349.4
ko05163,evm.model.tig082700000349.4
ko04340,evm.model.tig082700000349.4
ko04530,evm.model.tig082700000349.4
ko05165,evm.model.tig082700000349.4
ko05166,evm.model.tig082700000349.4
ko05030,evm.model.tig082700000349.4
ko04919,evm.model.tig082700000349.4
ko04925,evm.model.tig082700000349.4
ko04921,evm.model.tig082700000349.4
ko04014,evm.model.tig082700000349.4
ko04750,evm.model.tig082700000349.4
ko04913,evm.model.tig082700000349.4
ko04961,evm.model.tig082700000349.4
ko04714,evm.model.tig082700000349.4
ko04971,evm.model.tig082700000349.4
ko04213,evm.model.tig082700000349.4
ko04915,evm.model.tig082700000349.4
ko04725,evm.model.tig082700000349.4
ko04713,evm.model.tig082700000349.4
ko04024,evm.model.tig082700000349.4
ko04020,evm.model.tig082700000349.4
ko05032,evm.model.tig082700000349.4
ko04740,evm.model.tig082700000349.4
ko04728,evm.model.tig082700000349.4
ko05020,evm.model.tig082700000349.4
ko04928,evm.model.tig082700000349.4
ko04113,evm.model.tig082700000349.4
ko04914,evm.model.tig082700000349.4
ko04911,evm.model.tig082700000349.4
ko04375,evm.model.tig082700000349.4
ko05110,evm.model.tig082700000349.4
ko04270,evm.model.tig082700000349.4
ko05031,evm.model.tig082700000349.4
ko04970,evm.model.tig082700000349.4
ko04720,evm.model.tig082700000349.4
ko05205,evm.model.tig082700000349.4
ko04211,evm.model.tig082700000349.4
ko04924,evm.model.tig082700000349.4
ko04140,evm.model.tig082700000349.4
ko04114,evm.model.tig082700000349.4
ko04918,evm.model.tig082700000349.4
ko05200,evm.model.tig082700000349.4
ko04726,evm.model.tig082700000349.4
ko04912,evm.model.tig082700000349.4
ko04727,evm.model.tig082700000349.4
ko04361,evm.model.tig082700000349.4
ko04611,evm.model.tig082700000349.4
ko05146,evm.model.tig082700000349.4
ko04261,evm.model.tig082700000349.4
ko04138,evm.model.tig082700000125.27
ko05012,evm.model.tig082700000125.27
ko05207,evm.model.tig082700000125.27
ko01522,evm.model.tig082700000125.27
ko04935,evm.model.tig082700000125.27
ko04724,evm.model.tig082700000125.27
ko04310,evm.model.tig082700000125.27
ko04341,evm.model.tig082700000125.27
ko05203,evm.model.tig082700000125.27
ko04010,evm.model.tig082700000125.27
ko04742,evm.model.tig082700000125.27
ko04976,evm.model.tig082700000125.27
ko04540,evm.model.tig082700000125.27
ko05034,evm.model.tig082700000125.27
ko04723,evm.model.tig082700000125.27
ko04926,evm.model.tig082700000125.27
ko04922,evm.model.tig082700000125.27
ko04927,evm.model.tig082700000125.27
ko04923,evm.model.tig082700000125.27
ko04962,evm.model.tig082700000125.27
ko04062,evm.model.tig082700000125.27
ko04916,evm.model.tig082700000125.27
ko04934,evm.model.tig082700000125.27
ko04910,evm.model.tig082700000125.27
ko05414,evm.model.tig082700000125.27
ko05163,evm.model.tig082700000125.27
ko04340,evm.model.tig082700000125.27
ko04530,evm.model.tig082700000125.27
ko05165,evm.model.tig082700000125.27
ko05166,evm.model.tig082700000125.27
ko05030,evm.model.tig082700000125.27
ko04919,evm.model.tig082700000125.27
ko04925,evm.model.tig082700000125.27
ko04921,evm.model.tig082700000125.27
ko04014,evm.model.tig082700000125.27
ko04750,evm.model.tig082700000125.27
ko04913,evm.model.tig082700000125.27
ko04961,evm.model.tig082700000125.27
ko04714,evm.model.tig082700000125.27
ko04971,evm.model.tig082700000125.27
ko04213,evm.model.tig082700000125.27
ko04915,evm.model.tig082700000125.27
ko04725,evm.model.tig082700000125.27
ko04713,evm.model.tig082700000125.27
ko04024,evm.model.tig082700000125.27
ko04020,evm.model.tig082700000125.27
ko05032,evm.model.tig082700000125.27
ko04740,evm.model.tig082700000125.27
ko04728,evm.model.tig082700000125.27
ko05020,evm.model.tig082700000125.27
ko04928,evm.model.tig082700000125.27
ko04113,evm.model.tig082700000125.27
ko04914,evm.model.tig082700000125.27
ko04911,evm.model.tig082700000125.27
ko04375,evm.model.tig082700000125.27
ko05110,evm.model.tig082700000125.27
ko04270,evm.model.tig082700000125.27
ko05031,evm.model.tig082700000125.27
ko04970,evm.model.tig082700000125.27
ko04720,evm.model.tig082700000125.27
ko05205,evm.model.tig082700000125.27
ko04211,evm.model.tig082700000125.27
ko04924,evm.model.tig082700000125.27
ko04140,evm.model.tig082700000125.27
ko04114,evm.model.tig082700000125.27
ko04918,evm.model.tig082700000125.27
ko05200,evm.model.tig082700000125.27
ko04726,evm.model.tig082700000125.27
ko04912,evm.model.tig082700000125.27
ko04727,evm.model.tig082700000125.27
ko04361,evm.model.tig082700000125.27
ko04611,evm.model.tig082700000125.27
ko05146,evm.model.tig082700000125.27
ko04261,evm.model.tig082700000125.27
ko04138,evm.model.tig082700000075.554
ko05012,evm.model.tig082700000075.554
ko05207,evm.model.tig082700000075.554
ko01522,evm.model.tig082700000075.554
ko04935,evm.model.tig082700000075.554
ko04724,evm.model.tig082700000075.554
ko04310,evm.model.tig082700000075.554
ko04341,evm.model.tig082700000075.554
ko05203,evm.model.tig082700000075.554
ko04010,evm.model.tig082700000075.554
ko04742,evm.model.tig082700000075.554
ko04976,evm.model.tig082700000075.554
ko04540,evm.model.tig082700000075.554
ko05034,evm.model.tig082700000075.554
ko04723,evm.model.tig082700000075.554
ko04926,evm.model.tig082700000075.554
ko04922,evm.model.tig082700000075.554
ko04927,evm.model.tig082700000075.554
ko04923,evm.model.tig082700000075.554
ko04962,evm.model.tig082700000075.554
ko04062,evm.model.tig082700000075.554
ko04916,evm.model.tig082700000075.554
ko04934,evm.model.tig082700000075.554
ko04910,evm.model.tig082700000075.554
ko05414,evm.model.tig082700000075.554
ko05163,evm.model.tig082700000075.554
ko04340,evm.model.tig082700000075.554
ko04530,evm.model.tig082700000075.554
ko05165,evm.model.tig082700000075.554
ko05166,evm.model.tig082700000075.554
ko05030,evm.model.tig082700000075.554
ko04919,evm.model.tig082700000075.554
ko04925,evm.model.tig082700000075.554
ko04921,evm.model.tig082700000075.554
ko04014,evm.model.tig082700000075.554
ko04750,evm.model.tig082700000075.554
ko04913,evm.model.tig082700000075.554
ko04961,evm.model.tig082700000075.554
ko04714,evm.model.tig082700000075.554
ko04971,evm.model.tig082700000075.554
ko04213,evm.model.tig082700000075.554
ko04915,evm.model.tig082700000075.554
ko04725,evm.model.tig082700000075.554
ko04713,evm.model.tig082700000075.554
ko04024,evm.model.tig082700000075.554
ko04020,evm.model.tig082700000075.554
ko05032,evm.model.tig082700000075.554
ko04740,evm.model.tig082700000075.554
ko04728,evm.model.tig082700000075.554
ko05020,evm.model.tig082700000075.554
ko04928,evm.model.tig082700000075.554
ko04113,evm.model.tig082700000075.554
ko04914,evm.model.tig082700000075.554
ko04911,evm.model.tig082700000075.554
ko04375,evm.model.tig082700000075.554
ko05110,evm.model.tig082700000075.554
ko04270,evm.model.tig082700000075.554
ko05031,evm.model.tig082700000075.554
ko04970,evm.model.tig082700000075.554
ko04720,evm.model.tig082700000075.554
ko05205,evm.model.tig082700000075.554
ko04211,evm.model.tig082700000075.554
ko04924,evm.model.tig082700000075.554
ko04140,evm.model.tig082700000075.554
ko04114,evm.model.tig082700000075.554
ko04918,evm.model.tig082700000075.554
ko05200,evm.model.tig082700000075.554
ko04726,evm.model.tig082700000075.554
ko04912,evm.model.tig082700000075.554
ko04727,evm.model.tig082700000075.554
ko04361,evm.model.tig082700000075.554
ko04611,evm.model.tig082700000075.554
ko05146,evm.model.tig082700000075.554
ko04261,evm.model.tig082700000075.554
ko04138,evm.model.tig082700000292.31
ko05012,evm.model.tig082700000292.31
ko05207,evm.model.tig082700000292.31
ko01522,evm.model.tig082700000292.31
ko04935,evm.model.tig082700000292.31
ko04724,evm.model.tig082700000292.31
ko04310,evm.model.tig082700000292.31
ko04341,evm.model.tig082700000292.31
ko05203,evm.model.tig082700000292.31
ko04010,evm.model.tig082700000292.31
ko04742,evm.model.tig082700000292.31
ko04976,evm.model.tig082700000292.31
ko04540,evm.model.tig082700000292.31
ko05034,evm.model.tig082700000292.31
ko04723,evm.model.tig082700000292.31
ko04926,evm.model.tig082700000292.31
ko04922,evm.model.tig082700000292.31
ko04927,evm.model.tig082700000292.31
ko04923,evm.model.tig082700000292.31
ko04962,evm.model.tig082700000292.31
ko04062,evm.model.tig082700000292.31
ko04916,evm.model.tig082700000292.31
ko04934,evm.model.tig082700000292.31
ko04910,evm.model.tig082700000292.31
ko05414,evm.model.tig082700000292.31
ko05163,evm.model.tig082700000292.31
ko04340,evm.model.tig082700000292.31
ko04530,evm.model.tig082700000292.31
ko05165,evm.model.tig082700000292.31
ko05166,evm.model.tig082700000292.31
ko05030,evm.model.tig082700000292.31
ko04919,evm.model.tig082700000292.31
ko04925,evm.model.tig082700000292.31
ko04921,evm.model.tig082700000292.31
ko04014,evm.model.tig082700000292.31
ko04750,evm.model.tig082700000292.31
ko04913,evm.model.tig082700000292.31
ko04961,evm.model.tig082700000292.31
ko04714,evm.model.tig082700000292.31
ko04971,evm.model.tig082700000292.31
ko04213,evm.model.tig082700000292.31
ko04915,evm.model.tig082700000292.31
ko04725,evm.model.tig082700000292.31
ko04713,evm.model.tig082700000292.31
ko04024,evm.model.tig082700000292.31
ko04020,evm.model.tig082700000292.31
ko05032,evm.model.tig082700000292.31
ko04740,evm.model.tig082700000292.31
ko04728,evm.model.tig082700000292.31
ko05020,evm.model.tig082700000292.31
ko04928,evm.model.tig082700000292.31
ko04113,evm.model.tig082700000292.31
ko04914,evm.model.tig082700000292.31
ko04911,evm.model.tig082700000292.31
ko04375,evm.model.tig082700000292.31
ko05110,evm.model.tig082700000292.31
ko04270,evm.model.tig082700000292.31
ko05031,evm.model.tig082700000292.31
ko04970,evm.model.tig082700000292.31
ko04720,evm.model.tig082700000292.31
ko05205,evm.model.tig082700000292.31
ko04211,evm.model.tig082700000292.31
ko04924,evm.model.tig082700000292.31
ko04140,evm.model.tig082700000292.31
ko04114,evm.model.tig082700000292.31
ko04918,evm.model.tig082700000292.31
ko05200,evm.model.tig082700000292.31
ko04726,evm.model.tig082700000292.31
ko04912,evm.model.tig082700000292.31
ko04727,evm.model.tig082700000292.31
ko04361,evm.model.tig082700000292.31
ko04611,evm.model.tig082700000292.31
ko05146,evm.model.tig082700000292.31
ko04261,evm.model.tig082700000292.31
ko04138,evm.model.tig082700000292.42
ko05012,evm.model.tig082700000292.42
ko05207,evm.model.tig082700000292.42
ko01522,evm.model.tig082700000292.42
ko04935,evm.model.tig082700000292.42
ko04724,evm.model.tig082700000292.42
ko04310,evm.model.tig082700000292.42
ko04341,evm.model.tig082700000292.42
ko05203,evm.model.tig082700000292.42
ko04010,evm.model.tig082700000292.42
ko04742,evm.model.tig082700000292.42
ko04976,evm.model.tig082700000292.42
ko04540,evm.model.tig082700000292.42
ko05034,evm.model.tig082700000292.42
ko04723,evm.model.tig082700000292.42
ko04926,evm.model.tig082700000292.42
ko04922,evm.model.tig082700000292.42
ko04927,evm.model.tig082700000292.42
ko04923,evm.model.tig082700000292.42
ko04962,evm.model.tig082700000292.42
ko04062,evm.model.tig082700000292.42
ko04916,evm.model.tig082700000292.42
ko04934,evm.model.tig082700000292.42
ko04910,evm.model.tig082700000292.42
ko05414,evm.model.tig082700000292.42
ko05163,evm.model.tig082700000292.42
ko04340,evm.model.tig082700000292.42
ko04530,evm.model.tig082700000292.42
ko05165,evm.model.tig082700000292.42
ko05166,evm.model.tig082700000292.42
ko05030,evm.model.tig082700000292.42
ko04919,evm.model.tig082700000292.42
ko04925,evm.model.tig082700000292.42
ko04921,evm.model.tig082700000292.42
ko04014,evm.model.tig082700000292.42
ko04750,evm.model.tig082700000292.42
ko04913,evm.model.tig082700000292.42
ko04961,evm.model.tig082700000292.42
ko04714,evm.model.tig082700000292.42
ko04971,evm.model.tig082700000292.42
ko04213,evm.model.tig082700000292.42
ko04915,evm.model.tig082700000292.42
ko04725,evm.model.tig082700000292.42
ko04713,evm.model.tig082700000292.42
ko04024,evm.model.tig082700000292.42
ko04020,evm.model.tig082700000292.42
ko05032,evm.model.tig082700000292.42
ko04740,evm.model.tig082700000292.42
ko04728,evm.model.tig082700000292.42
ko05020,evm.model.tig082700000292.42
ko04928,evm.model.tig082700000292.42
ko04113,evm.model.tig082700000292.42
